id,State_Code,State_Name,State_ab,County,City,Place,Type,Primary,Zip_Code,Area_Code,ALand,AWater,Lat,Lon,Mean,Median,Stdev,Households
21011203,21,Kentucky,KY,Boone County,Union,Union city,City,place,41091,859,8643330,0,38.947214,-84.673134,168088.611408447,162119,169271.369977676+0i,1767
21011205,21,Kentucky,KY,Hardin County,Sonora,Upton city,City,place,42776,270,3516222,12524,37.458667,-85.90005,120509.367419842,86546,144612.781005044+0i,154
21011207,21,Kentucky,KY,Daviess County,Utica,Utica,CDP,place,42376,270,2719532,12199,37.601741,-87.112383,54583.4153487842,300000,43064.2607182651+0i,46
21011209,21,Kentucky,KY,Boone County,Verona,Verona,CDP,place,41092,859,31689263,242309,38.805207,-84.663659,166020.049135475,165695,175941.552940094+0i,492
21011211,21,Kentucky,KY,Knott County,Happy,Vicco city,City,place,41746,606,2170925,27677,37.216113,-83.060808,56499.4999999998,300000,42066.7059668612+0i,6
21011213,21,Kentucky,KY,Kenton County,Villa Hills,Villa Hills city,City,place,41017,859,9345733,1950243,39.064676,-84.60191,186315.963397522,206203,192608.455910983+0i,2768
21011215,21,Kentucky,KY,Pike County,Virgie,Virgie,CDP,place,41572,606,2651675,0,37.332268,-82.582418,53611.5888706745,63649,45389.8954162081+0i,122
21011217,21,Kentucky,KY,Boone County,Walton,Walton city,City,place,41094,859,12250154,56049,38.862419,-84.6152,134659.741877806,110379,143608.624104005+0i,1251
21011219,21,Kentucky,KY,Martin County,Warfield,Warfield city,City,place,41267,606,2136764,28859,37.839092,-82.422279,75239.6007453999,71458,77931.5639159797+0i,134
21011221,21,Kentucky,KY,Graves County,Fulton,Water Valley city,City,place,42041,270,1614914,1757,36.568276,-88.810732,49944.6228879514,44084,50833.8175073125+0i,132
21011223,21,Kentucky,KY,Union County,Morganfield,Waverly city,City,place,42437,270,692129,2437,37.709733,-87.815111,71089.5275252531,71087,67984.9959120157+0i,109
21011225,21,Kentucky,KY,Jefferson County,Louisville,Wellington city,City,place,40205,502,236172,0,38.21657,-85.670344,128556.64961121,117114,132132.332656823+0i,240
21011227,21,Kentucky,KY,Morgan County,West Liberty,West Liberty city,City,place,41472,606,12701263,85963,37.918042,-83.26741,82556.1332515035,76188,92156.0683462994+0i,737
21011229,21,Kentucky,KY,Oldham County,Goshen,Westport,CDP,place,40026,502,2088408,1795723,38.493366,-85.471224,85021.7219813964,300000,76160.1840823497+0i,84
21011231,21,Kentucky,KY,Jefferson County,Louisville,Westwood city,City,place,40242,502,313249,0,38.279581,-85.584171,118047.510681788,114073,116529.696927653+0i,201
21011233,21,Kentucky,KY,Floyd County,Bevinsville,Wheelwright city,City,place,41606,606,4566961,0,37.339199,-82.718605,48001.7515654156,50717,0+15212.8235796991i,263
21011235,21,Kentucky,KY,Letcher County,Whitesburg,Whitesburg city,City,place,41858,606,8041812,184747,37.117959,-82.822971,107219.277075385,97264,118970.474054241+0i,829
21011237,21,Kentucky,KY,McCreary County,Whitley City,Whitley City,CDP,place,42653,606,5974392,23737,36.728535,-84.476252,27334.9630753709,13261,29875.2138469924+0i,332
21011239,21,Kentucky,KY,Campbell County,Highland Heights,Wilder city,City,place,41076,859,9479262,333203,39.0414,-84.481551,145719.647242633,135422,156321.992365354+0i,1397
21011241,21,Kentucky,KY,Whitley County,Williamsburg,Williamsburg city,City,place,40769,606,10780030,282544,36.738714,-84.165651,79433.6693355601,59594,93801.8610301992+0i,1747
21011243,21,Kentucky,KY,Pendleton County,Williamstown,Williamstown city,City,place,41097,859,43268855,1383262,38.639811,-84.572517,0,0,0+0i,0
21011245,21,Kentucky,KY,Jessamine County,Wilmore,Wilmore city,City,place,40390,859,10502773,89231,37.869844,-84.662041,92089.045033425,77392,104803.636862771+0i,1805
21011247,21,Kentucky,KY,Jefferson County,Louisville,Windy Hills city,City,place,40222,502,2383854,9378,38.270061,-85.63628,152082.320556888,138163,157617.787281899+0i,1110
21011249,21,Kentucky,KY,Warren County,Bowling Green,Woodburn city,City,place,42104,270,1107598,12990,36.84151,-86.531062,72936.7163988004,300000,67740.1154002685+0i,105
21011251,21,Kentucky,KY,Jefferson County,Louisville,Woodland Hills city,City,place,40243,502,545965,82,38.23926,-85.529764,106104.326520827,92524,108848.040129526+0i,289
21011253,21,Kentucky,KY,Jefferson County,Louisville,Woodlawn Park city,City,place,40207,502,627427,0,38.261427,-85.630727,144690.584816277,128928,150764.417192679+0i,413
21011255,21,Kentucky,KY,Jefferson County,Louisville,Worthington Hills city,City,place,40241,502,639394,0,38.309445,-85.527023,93966.5202430201,86133,94332.4787747737+0i,634
21011257,21,Kentucky,KY,Greenup County,Wurtland,Wurtland city,City,place,41144,606,4577315,104571,38.549598,-82.779018,76840.0818435419,71937,85093.2997878026+0i,422
2201940,22,Louisiana,LA,St. Tammany Parish,Abita Springs,Abita Springs,Town,place,70420,985,11603115,24303,30.476614,-90.029337,128085.293047425,107860,136915.675706244+0i,1030
2201942,22,Louisiana,LA,Livingston Parish,Albany,Albany,Village,place,70711,225,2903036,0,30.502645,-90.584752,99155.2852543192,87626,108846.91828021+0i,523
2201944,22,Louisiana,LA,St. Charles Parish,St. Rose,Ama,CDP,place,70087,504,9069802,2392283,29.943492,-90.295565,95177.8521008115,89601,94553.872506179+0i,513
2201946,22,Louisiana,LA,Tangipahoa Parish,Amite,Amite City,Town,place,70422,985,10012942,38231,30.732164,-90.515286,108697.110675733,85980,120392.843502883+0i,1308
2201948,22,Louisiana,LA,Washington Parish,Angie,Angie,Village,place,70426,985,3966756,16946,30.961335,-89.821139,130346.741857135,141556,127504.541956871+0i,95
2201950,22,Louisiana,LA,Bienville Parish,Arcadia,Arcadia,Town,place,71001,318,9441996,66638,32.550848,-92.921373,85522.0806048229,94991,87666.1780011507+0i,1091
2201952,22,Louisiana,LA,St. Martin Parish,Arnaudville,Arnaudville,Town,place,70512,337,1796901,36568,30.401718,-91.932391,12062.4372766955,7586,10165.4058554938+0i,18
2201954,22,Louisiana,LA,Claiborne Parish,Gibsland,Athens,Village,place,71028,318,5798395,0,32.651265,-93.025443,162147.3383573,164941,180077.550947505+0i,130
2201956,22,Louisiana,LA,Jefferson Parish,Avondale,Avondale,CDP,place,70094,504,14393010,1120080,29.901029,-90.19702,73984.8841596814,70399,78192.9964604385+0i,1670
2201958,22,Louisiana,LA,St. Mary Parish,Baldwin,Baldwin,Town,place,70514,337,8332101,24846,29.841277,-91.554886,115865.584932813,95510,133744.726795635+0i,885
2201960,22,Louisiana,LA,Caldwell Parish,Columbia,Banks Springs,CDP,place,71418,318,8119391,0,32.076423,-92.085063,50937.8862961951,63764,48578.2058142591+0i,576
2201962,22,Louisiana,LA,Acadia Parish,Basile,Basile,Town,place,70515,337,3004983,0,30.485511,-92.60102,0,0,0+0i,0
2201964,22,Louisiana,LA,Franklin Parish,Baskin,Baskin,Village,place,71219,318,3452523,0,32.259068,-91.74733,66483.6256336121,69459,66892.3824597627+0i,105
2201966,22,Louisiana,LA,East Baton Rouge Parish,Baton Rouge,Baton Rouge city,City,place,70806,225,222547923,5682680,30.442174,-91.130894,125528.72093973,101417,141506.448094551+0i,88476
2201968,22,Louisiana,LA,Lafourche Parish,Houma,Bayou Blue,CDP,place,70364,985,60251943,666109,29.632482,-90.668963,98030.0994929383,97144,86742.7405573504+0i,2824
2201970,22,Louisiana,LA,Terrebonne Parish,Houma,Bayou Cane,CDP,place,70364,985,19700617,0,29.624382,-90.751019,110945.230048611,96139,118982.690211656+0i,7976
2201972,22,Louisiana,LA,Lafourche Parish,Thibodaux,Bayou Country Club,CDP,place,70310,985,2150720,0,29.779957,-90.789387,169429.030502895,166415,174684.915631308+0i,528
2201974,22,Louisiana,LA,Iberville Parish,White Castle,Bayou Goula,CDP,place,70788,225,6327651,1175836,30.216979,-91.180871,60237.5315940141,129851,0+79222.6766410609i,223
2201976,22,Louisiana,LA,St. Mary Parish,Morgan City,Bayou Vista,CDP,place,70380,985,4665993,379499,29.690571,-91.26698,96008.8619450126,81710,106509.311171039+0i,2038
2201978,22,Louisiana,LA,Plaquemines Parish,Belle Chasse,Belle Chasse,CDP,place,70037,504,64532981,8969299,29.842173,-90.006799,120284.094750421,113916,123065.498966673+0i,4993
2201980,22,Louisiana,LA,Sabine Parish,Marthaville,Belmont,CDP,place,71450,318,25979921,0,31.718182,-93.508178,73786.5706421444,80509,63862.6792332628+0i,233
2201982,22,Louisiana,LA,Union Parish,Bernice,Bernice,Town,place,71222,318,8354301,34512,32.826236,-92.656885,42605.3405892101,34229,44758.6083640889+0i,498
2201984,22,Louisiana,LA,Bienville Parish,Bienville,Bienville,Village,place,71008,318,28585970,36284,32.363224,-92.974726,59127.2471262392,65386,52729.7556249303+0i,88
2201986,22,Louisiana,LA,Washington Parish,Bogalusa,Bogalusa city,City,place,70427,985,24614321,129231,30.775378,-89.86166,62148.4371622615,49903,73341.4846620227+0i,4672
2201988,22,Louisiana,LA,Plaquemines Parish,Boothville,Boothville,CDP,place,70038,504,5564960,4077047,29.332516,-89.405729,173999.297377613,200604,187580.55513643+0i,323
2201990,22,Louisiana,LA,Bossier Parish,Bossier City,Bossier City city,City,place,71111,318,111133147,2556414,32.523674,-93.655426,124256.67939569,101892,136081.172609507+0i,25540
2201992,22,Louisiana,LA,St. Charles Parish,Boutte,Boutte,CDP,place,70039,985,35721411,128224,29.886943,-90.389006,122989.534067412,102198,131159.412021116+0i,988
2201994,22,Louisiana,LA,Acadia Parish,Branch,Branch,CDP,place,70516,337,19052976,55182,30.338617,-92.285691,90190.5839840998,300000,83264.0001848584+0i,96
2201996,22,Louisiana,LA,Jefferson Parish,Bridge City,Bridge City,CDP,place,70094,504,10826865,2758097,29.940771,-90.156566,79003.2492281859,71911,88362.4963990358+0i,2422
2201998,22,Louisiana,LA,St. Martin Parish,Broussard,Broussard city,City,place,70518,337,44886036,101499,30.140831,-91.95606,0,0,0+0i,0
22011000,22,Louisiana,LA,Ouachita Parish,West Monroe,Brownsville,CDP,place,71292,318,9017467,0,32.48829,-92.161827,58293.5703299117,62897,57839.042696304+0i,1647
22011002,22,Louisiana,LA,Bienville Parish,Bienville,Bryceland,Village,place,71008,318,6040768,17132,32.445025,-92.990069,116883.258838192,300000,128448.38007864+0i,36
22011004,22,Louisiana,LA,Plaquemines Parish,Buras,Buras,CDP,place,70041,504,5951278,2719513,29.353663,-89.523973,132803.726436821,80571,155275.967402229+0i,433
22011006,22,Louisiana,LA,Ouachita Parish,Calhoun,Calhoun,CDP,place,71225,318,6116871,0,32.51531,-92.353925,73879.4173339197,94734,22268.7962468275+0i,304
22011008,22,Louisiana,LA,Cameron Parish,Grand Chenier,Cameron,CDP,place,70643,337,29596589,3039956,29.795189,-93.291532,163771.752764184,109061,180147.388719321+0i,167
22011010,22,Louisiana,LA,St. Landry Parish,Lafayette,Cankton,Village,place,70507,337,5279755,0,30.345533,-92.113084,92393.5766759462,83997,98881.1658543+0i,215
22011012,22,Louisiana,LA,Calcasieu Parish,Sulphur,Carlyss,CDP,place,70665,337,30679429,134556,30.176743,-93.369589,117249.704009127,98271,127826.25565418+0i,1746
22011014,22,Louisiana,LA,St. Martin Parish,St. Martinville,Catahoula,CDP,place,70582,337,7930814,354703,30.211999,-91.719555,57164.4732003295,50892,0+50958.7280566809i,297
22011016,22,Louisiana,LA,Avoyelles Parish,Effie,Center Point,CDP,place,71331,318,12238233,0,31.252383,-92.209942,34901.2859969437,33600,27743.0175083826+0i,122
22011018,22,Louisiana,LA,Lafourche Parish,Thibodaux,Chackbay,CDP,place,70301,985,73873326,0,29.85854,-90.807044,132580.687400064,109480,142438.450124026+0i,1776
22011020,22,Louisiana,LA,St. Mary Parish,Baldwin,Charenton,CDP,place,70514,337,12864384,647364,29.867069,-91.53998,74021.2929848641,70739,75839.4685250706+0i,834
22011022,22,Louisiana,LA,Jackson Parish,Jonesboro,Chatham,Town,place,71251,318,2559224,422192,32.309171,-92.451437,75756.6551773684,41334,108109.854652484+0i,290
22011024,22,Louisiana,LA,Rapides Parish,Lecompte,Cheneyville,Town,place,71346,318,2631936,0,31.010995,-92.290112,49863.5665023978,32378,53115.7615527639+0i,186
22011026,22,Louisiana,LA,Lincoln Parish,Choudrant,Choudrant,Village,place,71227,318,9953722,131341,32.535173,-92.529874,126128.584669365,101511,137265.31484377+0i,450
22011028,22,Louisiana,LA,Ouachita Parish,West Monroe,Claiborne,CDP,place,71291,318,25793239,82329,32.541238,-92.196154,128201.346042571,107040,138325.58286339+0i,4504
22011030,22,Louisiana,LA,Caldwell Parish,Grayson,Clarks,Village,place,71435,318,2485895,0,32.028817,-92.140839,63657.2879271694,41740,73034.8953896789+0i,225
22011032,22,Louisiana,LA,East Feliciana Parish,Clinton,Clinton,Town,place,70722,225,7096261,44935,30.861679,-91.015454,95761.031159381,105549,96783.8714602601+0i,685
22011034,22,Louisiana,LA,Morehouse Parish,Bastrop,Collinston,Village,place,71220,318,2918084,0,32.689283,-91.871813,48583.3248373654,31079,53791.9102257297+0i,108
22011036,22,Louisiana,LA,St. James Parish,St. James,Convent,CDP,place,70086,225,10067827,3739007,30.015211,-90.820234,193501.20215069,248697,206814.467069375+0i,221
22011038,22,Louisiana,LA,Avoyelles Parish,Cottonport,Cottonport,Town,place,71327,318,5193415,0,30.989174,-92.050952,81186.3450843509,63076,98936.9372228097+0i,713
22011040,22,Louisiana,LA,Red River Parish,Coushatta,Coushatta,Town,place,71019,318,8650277,248630,32.025834,-93.340597,62043.4097784323,60371,50951.1741184483+0i,818
22011042,22,Louisiana,LA,Grant Parish,Pineville,Creola,Village,place,71360,318,1062750,20490,31.426946,-92.480966,68991.9153438055,71622,61633.0074196023+0i,70
22011044,22,Louisiana,LA,Acadia Parish,Crowley,Crowley city,City,place,70526,337,15154650,1397,30.217897,-92.37484,95022.3616683698,76747,114235.124130492+0i,4836
22011046,22,Louisiana,LA,Lafourche Parish,Cut Off,Cut Off,CDP,place,70345,985,37916922,324604,29.516283,-90.329714,119653.199667175,108491,125698.679818805+0i,2158
22011048,22,Louisiana,LA,Vermilion Parish,Delcambre,Delcambre,Town,place,70528,337,3029028,0,29.951423,-91.991518,81824.3083062913,78024,84147.2931916361+0i,668
22011050,22,Louisiana,LA,Madison Parish,Vicksburg,Delta,Village,place,39180,601,11491912,434730,32.322201,-90.958549,56621.5526830017,71107,54709.7808561323+0i,91
22011052,22,Louisiana,LA,Calcasieu Parish,Dequincy,DeQuincy city,City,place,70633,337,8247413,0,30.448981,-93.445591,94965.4017845417,67652,112092.174029668+0i,1200
22011054,22,Louisiana,LA,Vernon Parish,Deridder,DeRidder city,City,place,70634,337,23899568,229411,30.84585,-93.2924,94144.273860001,93177,68908.2183886258+0i,157
22011056,22,Louisiana,LA,St. Charles Parish,Des Allemands,Des Allemands,CDP,place,70030,985,25768006,5921493,29.815303,-90.470463,119406.607780938,93356,132236.690115786+0i,605
22011058,22,Louisiana,LA,Rapides Parish,Deville,Deville,CDP,place,71328,318,34043362,227448,31.344944,-92.141801,81860.6264189324,93778,76985.8669966872+0i,654
22011060,22,Louisiana,LA,Winn Parish,Dodson,Dodson,Village,place,71422,318,5837190,0,32.080777,-92.658716,45790.970422549,40425,43143.7313608561+0i,129
22011062,22,Louisiana,LA,Lincoln Parish,Downsville,Downsville,Village,place,71234,318,1926201,0,32.626437,-92.41292,47306.582363182,60450,41561.2163054838+0i,12
22011064,22,Louisiana,LA,Webster Parish,Doyline,Doyline,Village,place,71023,318,8620756,43678,32.520731,-93.415702,98120.0185485799,83705,115665.108009088+0i,304
22011066,22,Louisiana,LA,Lincoln Parish,Dubach,Dubach,Town,place,71235,318,4706063,159219,32.703291,-92.66153,85043.3908598056,66876,107049.392742724+0i,365
22011068,22,Louisiana,LA,Terrebonne Parish,Dulac,Dulac,CDP,place,70353,985,41478507,5540647,29.405079,-90.692699,76488.4950261745,83006,69763.3670224405+0i,510
22011070,22,Louisiana,LA,Lafayette Parish,Duson,Duson,Town,place,70529,337,8062120,23227,30.238438,-92.189135,128303.022098988,90122,151335.958859656+0i,537
22011072,22,Louisiana,LA,Bossier Parish,Haughton,Eastwood,CDP,place,71037,318,16441914,0,32.560703,-93.56249,147535.524946173,136602,155768.083910092+0i,1707
22011074,22,Louisiana,LA,St. John the Baptist Parish,Edgard,Edgard,CDP,place,70049,985,29485282,6322071,30.030824,-90.544106,124893.64387363,92860,142246.045063125+0i,936
22011076,22,Louisiana,LA,Acadia Parish,Egan,Egan,CDP,place,70531,337,12557927,30879,30.245515,-92.511594,66446.1494126381,250000,0+62778.687161839i,284
22011078,22,Louisiana,LA,Jefferson Parish,Harahan,Elmwood,CDP,place,70123,504,9777336,693000,29.95397,-90.18741,124649.433553087,99452,134614.009717754+0i,2720
22011080,22,Louisiana,LA,Plaquemines Parish,Port Sulphur,Empire,CDP,place,70083,504,13511754,6210300,29.445183,-89.614383,81837.1060703587,67367,97631.5392243745+0i,424
22011082,22,Louisiana,LA,Vermilion Parish,Erath,Erath,Town,place,70533,337,4549992,0,29.958787,-92.037424,100631.146626708,85597,112571.78762529+0i,913
22011084,22,Louisiana,LA,West Baton Rouge Parish,Rougon,Erwinville,CDP,place,70773,225,20643656,0,30.542705,-91.391321,102466.01044236,107099,97779.8808380643+0i,808
22011086,22,Louisiana,LA,Acadia Parish,Estherwood,Estherwood,Village,place,70534,337,4827611,0,30.181614,-92.463315,135461.201693792,118671,147659.937154922+0i,336
22011088,22,Louisiana,LA,St. Landry Parish,Eunice,Eunice city,City,place,70535,337,13306277,0,30.490429,-92.419064,91719.7024379364,70346,110576.761031071+0i,3730
22011090,22,Louisiana,LA,Union Parish,Farmerville,Farmerville,Town,place,71241,318,14969848,258376,32.775105,-92.400519,55158.8340565736,27723,81928.7347420512+0i,1426
22011092,22,Louisiana,LA,Concordia Parish,Ferriday,Ferriday,Town,place,71334,318,4218685,0,31.634179,-91.55617,38700.7911291533,31309,39366.3843756185+0i,1376
22011094,22,Louisiana,LA,Sabine Parish,Many,Fisher,Village,place,71449,318,1596205,0,31.493273,-93.459738,140043.401147779,106874,157307.776400453+0i,82
22011096,22,Louisiana,LA,St. Tammany Parish,Folsom,Folsom,Village,place,70437,985,4252805,21443,30.632433,-90.196123,115743.62189597,77473,136623.286696812+0i,270
22011098,22,Louisiana,LA,West Carroll Parish,Forest,Forest,Village,place,71242,318,4328562,0,32.792366,-91.412555,81576.8312852381,103077,39826.3619932239+0i,115
22011100,22,Louisiana,LA,Sabine Parish,Many,Fort Jesup,CDP,place,71449,318,11089775,48364,31.611391,-93.406195,62364.4725464676,73330,0+20783.766182796i,147
22011102,22,Louisiana,LA,Vernon Parish,Fort Polk,Fort Polk South,CDP,place,71459,337,15948349,13393,31.054209,-93.216714,77560.6193036731,70989,77019.2511325497+0i,2169
22011104,22,Louisiana,LA,Washington Parish,Franklinton,Franklinton,Town,place,70438,985,11319675,113123,30.848234,-90.145869,64755.9168493911,52635,73273.7650408787+0i,1481
22011106,22,Louisiana,LA,De Soto Parish,Stonewall,Frierson,CDP,place,71078,318,1429782,19677,32.246929,-93.686855,74466.0675120128,300000,69484.8047246469+0i,81
22011108,22,Louisiana,LA,East Baton Rouge Parish,Baton Rouge,Gardere,CDP,place,70810,225,8603893,0,30.358266,-91.134553,93092.8155750208,83829,101701.642376512+0i,3711
22011110,22,Louisiana,LA,Grant Parish,Georgetown,Georgetown,Village,place,71432,318,3363961,8501,31.758586,-92.380261,72823.2046833306,96984,0+45421.7813365012i,118
22011112,22,Louisiana,LA,Franklin Parish,Gilbert,Gilbert,Village,place,71336,318,2715720,43901,32.054687,-91.657833,51209.4032582402,60367,9784.01393217142+0i,171
22011114,22,Louisiana,LA,Calcasieu Parish,Lake Charles,Gillis,CDP,place,70611,337,4318863,0,30.376885,-93.199845,49781.9188532797,46938,45012.6648417151+0i,209
22011116,22,Louisiana,LA,Rapides Parish,Glenmora,Glenmora,Town,place,71433,318,4480227,0,30.973315,-92.582382,82703.5971890881,65289,107338.013848903+0i,459
22011118,22,Louisiana,LA,Lafourche Parish,Golden Meadow,Golden Meadow,Town,place,70357,985,6333450,1274378,29.388373,-90.27488,121313.862952424,96695,132976.129878974+0i,705
22011120,22,Louisiana,LA,Ascension Parish,Gonzales,Gonzales city,City,place,70737,225,23639207,281753,30.213002,-90.922287,111943.981824083,95781,120295.348555192+0i,4074
22011122,22,Louisiana,LA,St. James Parish,Gramercy,Gramercy,Town,place,70052,225,5255877,81876,30.061915,-90.693639,89004.139864548,94712,72218.9202353732+0i,1274
22011124,22,Louisiana,LA,St. Landry Parish,Grand Coteau,Grand Coteau,Town,place,70541,337,6274541,0,30.420237,-92.04379,77959.2268827161,58948,97844.771295042+0i,334
22011126,22,Louisiana,LA,St. James Parish,Paulina,Grand Point,CDP,place,70763,225,11008638,821775,30.047208,-90.750071,128580.054556725,132314,129658.650737238+0i,861
22011128,22,Louisiana,LA,Caldwell Parish,Grayson,Grayson,Village,place,71435,318,3297767,0,32.049173,-92.111571,99867.0939481313,71695,118977.251314132+0i,184
22011130,22,Louisiana,LA,Caddo Parish,Shreveport,Greenwood,Town,place,71129,318,23251534,44333,32.43147,-93.959889,116653.300713864,93545,124825.275432283+0i,1441
22011132,22,Louisiana,LA,Iberville Parish,Rosedale,Grosse Tete,Village,place,70772,225,3032796,41022,30.415418,-91.4394,92639.8302511974,87167,104871.611607495+0i,303
22011134,22,Louisiana,LA,Cameron Parish,Hackberry,Hackberry,CDP,place,70645,337,72715100,16602799,29.964981,-93.41021,126095.043191117,110280,128555.575586739+0i,447
22011136,22,Louisiana,LA,Red River Parish,Coushatta,Hall Summit,Village,place,71019,318,4331786,5777,32.177023,-93.305105,64877.6906300272,67092,56842.6278556485+0i,131
22011138,22,Louisiana,LA,Jefferson Parish,Harahan,Harahan city,City,place,70123,504,5209750,1251885,29.936366,-90.202659,144681.304670091,125147,153881.396232598+0i,3870
22011140,22,Louisiana,LA,Jefferson Parish,Gretna,Harvey,CDP,place,70053,504,17092609,1317615,29.885902,-90.066035,111491.573900953,97827,123494.333129959+0i,7758
22011142,22,Louisiana,LA,Calcasieu Parish,Bell City,Hayes,CDP,place,70630,337,7200867,111301,30.111069,-92.923911,90002.632815298,300000,81102.551106462+0i,218
22011144,22,Louisiana,LA,Webster Parish,Dubberly,Heflin,Village,place,71024,318,4954597,45400,32.459066,-93.273075,145118.405601422,116429,157889.148135786+0i,74
22011146,22,Louisiana,LA,Avoyelles Parish,Bunkie,Hessmer,Village,place,71322,318,2141082,0,31.053373,-92.121487,115092.278775786,85531,141145.364870198+0i,365
22011148,22,Louisiana,LA,Jackson Parish,Jonesboro,Hodge,Village,place,71251,318,2501156,1045327,32.270019,-92.72968,42753.3277124214,44357,33322.2507685161+0i,165
22011150,22,Louisiana,LA,Vernon Parish,Hornbeck,Hornbeck,Town,place,71439,318,2980964,13848,31.326045,-93.395808,70591.3048849253,73518,72445.9875094363+0i,153
22011152,22,Louisiana,LA,Terrebonne Parish,Houma,Houma city,City,place,70363,985,37362950,356714,29.578681,-90.708023,134577.658911774,113678,146799.381041125+0i,12167
22011154,22,Louisiana,LA,Tangipahoa Parish,Independence,Independence,Town,place,70443,985,6243797,4875,30.636052,-90.505172,87296.1982105666,72072,99358.5250586981+0i,623
22011156,22,Louisiana,LA,Acadia Parish,Iota,Iota,Town,place,70543,337,3289471,0,30.326054,-92.495612,123436.54388246,102127,140011.118644384+0i,676
22011158,22,Louisiana,LA,East Feliciana Parish,Jackson,Jackson,Town,place,70748,225,11562909,17589,30.83463,-91.208479,68918.7899995065,68404,68573.938080848+0i,551
22011160,22,Louisiana,LA,Iberia Parish,Jeanerette,Jeanerette city,City,place,70544,337,5977625,140016,29.915237,-91.676308,90922.7612435191,69608,113999.114959793+0i,2037
22011162,22,Louisiana,LA,Jefferson Parish,Jefferson,Jefferson,CDP,place,70121,504,7005335,1465910,29.960753,-90.155857,115084.371655002,90016,131198.942952403+0i,5208
22011164,22,Louisiana,LA,Jefferson Davis Parish,Jennings,Jennings city,City,place,70546,337,26947186,47011,30.223058,-92.658289,120558.955122912,98090,136869.174485602+0i,3844
22011166,22,Louisiana,LA,Catahoula Parish,Jonesville,Jonesville,Town,place,71343,318,4971930,1452,31.622318,-91.83443,65354.7004859386,63864,76819.8774130372+0i,845
22011168,22,Louisiana,LA,Winn Parish,Winnfield,Joyce,CDP,place,71483,318,7576613,0,31.9347,-92.585073,56687.7295860373,56360,49949.1352708602+0i,111
22011170,22,Louisiana,LA,Union Parish,Junction City,Junction City,Village,place,71749,870,3184908,0,33.007274,-92.722414,36327.8519568389,28582,0+2636.41941471797i,186
22011172,22,Louisiana,LA,De Soto Parish,Stonewall,Keachi,Town,place,71078,318,13032164,106273,32.168,-93.914523,72208.98636757,76132,71311.3955278513+0i,134
22011174,22,Louisiana,LA,Tangipahoa Parish,Kentwood,Kentwood,Town,place,70444,985,18314503,7940,30.933755,-90.515162,40320.5772634557,26093,17801.8444100848+0i,930
22011176,22,Louisiana,LA,Livingston Parish,Springfield,Killian,Town,place,70462,225,28167804,57760,30.352612,-90.580925,109210.010253673,95487,118168.081702249+0i,438
22011178,22,Louisiana,LA,Allen Parish,Kinder,Kinder,Town,place,70648,337,14309880,1339,30.483093,-92.851983,73882.7737592352,70135,79698.4131353991+0i,969
22011180,22,Louisiana,LA,St. Landry Parish,Krotz Springs,Krotz Springs,Town,place,70750,337,4474773,13370,30.5294,-91.754876,72565.6004395045,59817,93531.1275994566+0i,456
22011182,22,Louisiana,LA,Jefferson Davis Parish,Lacassine,Lacassine,CDP,place,70650,337,4532328,0,30.233129,-92.920831,89521.119273198,300000,81366.9015955988+0i,124
22011184,22,Louisiana,LA,Lafayette Parish,Lafayette,Lafayette city,City,place,70506,337,139369271,259576,30.207432,-92.028483,148154.163820436,133698,161647.949708592+0i,50025
22011186,22,Louisiana,LA,Lafourche Parish,Thibodaux,Lafourche Crossing,CDP,place,70310,985,10903916,0,29.767458,-90.769686,98887.0094734207,97062,85654.7355548461+0i,739
22011188,22,Louisiana,LA,Calcasieu Parish,Lake Charles,Lake Charles city,City,place,70601,337,109084594,7216941,30.202699,-93.214742,124330.16916881,101728,140283.480697071+0i,30141
22011190,22,Louisiana,LA,Ouachita Parish,Monroe,Lakeshore,CDP,place,71203,318,2208350,235529,32.53487,-92.033806,91745.2110825737,74224,89479.5021823578+0i,773
22011192,22,Louisiana,LA,St. John the Baptist Parish,Laplace,Laplace,CDP,place,70068,985,54110721,3000920,30.072157,-90.477008,117733.621003712,100331,125795.729754697+0i,9768
22011194,22,Louisiana,LA,St. Landry Parish,Lawtell,Lawtell,CDP,place,70550,337,10736567,0,30.51265,-92.183209,155497.747345079,106173,176525.956519299+0i,614
22011196,22,Louisiana,LA,Vernon Parish,Leesville,Leesville city,City,place,71446,337,14492071,55805,31.139709,-93.275175,81745.9000145719,70903,91418.9098017022+0i,2478
22011198,22,Louisiana,LA,St. James Parish,Donaldsonville,Lemannville,CDP,place,70734,225,2622861,677672,30.100985,-90.928396,78250.4744868462,105798,80322.428213474+0i,17
22011200,22,Louisiana,LA,Union Parish,Spearsville,Lillie,Village,place,71277,318,4996334,27566,32.920012,-92.661297,75458.1789064358,85733,67659.4937403753+0i,50
22011202,22,Louisiana,LA,Livingston Parish,Livingston,Livingston,Town,place,70754,225,8349855,0,30.495287,-90.746696,108135.154757396,88427,118219.271828277+0i,691
22011204,22,Louisiana,LA,Lafourche Parish,Lockport,Lockport,Town,place,70374,985,1650801,46909,29.643294,-90.536168,104101.59264177,101752,110118.579465288+0i,945
22011206,22,Louisiana,LA,De Soto Parish,Logansport,Logansport,Town,place,71049,318,8502300,256579,31.975805,-93.993363,67697.4664149026,63172,80966.5512672103+0i,697
